msg_id,user_id,message
493053786525802496,577551905,Photo: scntrx: Depression Blog http://t.co/CfkVe8caPJ
526649897853124608,448319928,boys-and-suicide: You don’t get to judge about our depression blogs being negative if you haven’t even been... http://t.co/1m8dmlYYdF
449502071868653569,2177828341,#ff @gurpreetsarai @SwanseaMind @TTCWales Please share &amp; take our survey:Mental Health Awareness &amp; Suicide Prevention http://t.co/uoprAUsOU9
481420912701341696,737662800,"Doctors' health at risk from stress: Suicide rate is twice as high among doctors as general population, and divorce rates 20 to 30 pe..."
470191373766123520,1626025542,Photo: thisplaceisaliving-hell: B&amp;W depression blog http://t.co/ZhNz8PNNcB
500066232301654016,370419566,"Public health, private grief: how should journos report suicide? http://t.co/J3o9VS2P1P via @ConversationEDU"
505516681242759169,885700332,My mom said i dont look healthy at all nd that i look like im under a shit load of depression and stress. Wth!
563327665759744002,1417691700,"Friend: How do you get rid of the pain? 😢
Me: You commit suicide.

I give the best advice ever."
500044437356290049,2464077582,#Movie Robin Williams Dead of Apparent Suicide at 63 – Yahoo! Voices (blog) http://t.co/VIhUVnQlGJ
560563960588800003,447580174,"@dovenrowan I know, but i visited a website about avoid suicide"
514355650751500288,1667738053,An app that can tell you if your mental health is affecting your academic performance http://t.co/gs9TdZjgpg #studentlife #stress#depression
560131457705078784,33394731,"1, 2, Many: Veteran Suicide is live on BlogTalkRadio http://t.co/6Lr31Jby5S"
491666189639098368,1950062749,"This is my #depression. If you have even a moment, hear my plea. #Vegan #raw #health #suicide #peace #love ... https://t.co/koD8hWyFaD"
555965010099191809,414887689,"#Health #Solution 'Too Skinny': Teen Boys' Body Image Linked With Depression, Steroid Use, Study Finds http://t.co/sOYGK8xAcO #Fit #Workout"
497863894270889985,969762992,Depression and Diabetes: Mental-Health Advice Improves Outcome - Medscape http://t.co/20XCUFJPOO
528334209635876864,2776322736,Iran: A horrific scene of a frustrated worker committing suicide http://t.co/B92PWk1P01 #iran #health #Headline
499281638933929984,106671065,Please check my blog post out. In it I talk about my experinace with dealing with depression and the fight that continues #talk
564907060127858689,15927998,What is a #Bipolar Routine? http://t.co/PuBoZdRI60 Breaking Bipolar blog. #mentalhealth #depression #mhsm #mhchat
446339020147404800,109479532,"“Orgasms are good for your health! They can lower a woman's risk of heart disease, stroke, breast cancer and even depression.” @n4k3d_ ;)"
516210299964112896,208885659,"Happiness is good HEALTH! I have experienced this myself, your loosing your health and depression starts and you... http://t.co/WUfB6qCFPi"
453593968744620032,213226750,reasearch as demonstrated this herbs powerful antioxidant effect new blog #depression http://t.co/h3rJ5DC7oK
496073848073519104,2592360160,"Truth is, imho, a SIGNIFICANT number of people with mental health issues or depression ect ect, R humans fueling doubts from U siko daleks -"
453482842572742656,53473020,"Photo: dying—soul: sklnsgifs: ♡follow for more♡ black and white depression blog, i follow back similar x http://t.co/ckzii0pfmV"
495283504327172098,559340351,Photo: scntrx: DEPRESSION BLOG http://t.co/Prs3TX1HNV
554722445051953152,2926045026,@StoneAleksandra thank you for speaking so candidly about #depression. Really enjoy your #blog. I look forward to seeing more of your #art!
436523751786971136,123173008,"Being negative and lazy is a disease that leads to pain, hardship, depression, poor health, and… http://t.co/3UVR6AKKX5"
499078993115504643,44241376,"Robin Williams’ Death Sparks Web Tributes From Comedy’s Elite: Robin Williams, the comedian known the world ov... http://t.co/VLsZZmFdc5"
456918536192270336,199143804,"#Prenatal use of #SSRIs may raise risks for #autism, developmental delays http://t.co/nz2LGi5JWN #health #depression #parenting"
560588579483557889,17630539,"I'm all for bringing awareness to mental health issues, and urging people to seek help if needed. But not conversion therapy."
499997157215444992,15755669,Apple honors Robin Williams on their website: http://t.co/74pRvPFg2G #RIPRobinWilliams http://t.co/itmc456IWH
524198361935527938,27080715,Help for menopausal mood swings and depression-http://t.co/fJQOtt7OfE #SHEEX #menopause #hotflashes #health #healthtips #sleep
433439900424495104,518702899,"1 in 10 college students will experience an episode of Major Depression. Don't give advice, ask why or try to cheer him up- It's an illness."
499114158705496064,2169056383,"via Tryaryforyou The One Minute Blog. Robin Williams, Virtuoso: Robin Williams was a comic genius, b... http://t.co/vZRNE0T0ew #positive"
