msg_id,user_id,message
539088964125065216,2615559686,To be #disappointed is normal. Shutting down and off from people because of #disappointments is #depression. http://t.co/eWODkYdNfH
537458917627150336,240886038,I need to seek help...
497574804527284224,552420555,@Edcrab_ I've never had one of those but always wanted one. Especially now that my depression has made me a complete shut in.
527605443557068801,267828230,"""@BasedKvle: Suicide prevention hotline: 

1-800-273-8255"" If you need help 🙏"
482567225849946112,408004183,Valcke: Suarez needs to seek help http://t.co/RVv0tIlHZ4
498993430991618048,1033934658,"If you're struggling with depression, please reach out to someone you love. There's no weakness in asking for help. Rest in peace, Robin."
498971374162280449,720937833,"""@trickdaddy3000: Why would he wait til he was 63 to commit suicide but r.i.p."" moee..cdfu.. shut up Niecy"
499388908481036288,28017435,"If you are in need regarding depression, help is available 24/7 at the Natl. Suicide Prevention Lifeline. 800-273-8255. #hope #recovery"
505098511084290048,1335436026,@afooltocry @FindingMeJ13 BB is an idiot. Suicide is not heroic.Better2 have Sook prego w/Alcides baby. Ask Bill if he wants2help raise it?
500424538212302848,2168956690,It's ok #GeneSimmons Just call 1-800-273-TALK when you become #suicidal from crippling #depression from losing everything. They'll help you.
476424052601405440,274219893,Question: I think I need help but don't know what to do? Drugs and suicide on my mind constantly!'? http://t.co/TPIaiXc8Sc
524050254711099393,290113058,@Morgan_Meryl We all cope in different ways.  I cope by shutting down.  It's why I come online.  It helps me fight against depression.
446045262507552769,2388434754,"If you need help with self harm, poor body image, depression ect then DM me. I have suffered from this... Trust me, it gets better!"
483596497410592768,44369170,@MichelineBowman I wanted to speak to you about my annual suicide awareness / community day event Aug 9th I need help http://t.co/KgkmEnpdcn
519539171564978176,59837003,@youngmujahideen @Shut_Up_Shaun There have been suicide bombings in the name of Allah way before 9/11
498992861774241792,2668557720,"twitter today: ""if you ever need help, please call the suicide prevention hotline.""
twitter tomorrow: ""kys you fat bitch lol"""
494605314054819843,181984719,@imbalaska @alamairs @Bidgeeboy SHY has mental health issues and needs immediate help Milne should recommend she seek help
563204597242527744,2793162526,@irlbadgirI no it's not  suicide buddy  shut up
526742432533463040,73747558,"If you’re feeling like you need help or want to talk 

 In the U.S., call 1-800-273-8255
National Suicide Prevention Lifeline"
492478142414471168,211320321,My check = depression 😔 maaaaan I need a new job.!!!!!!! Help me ppl.!! Lol
498980737413292033,2337452467,If you struggle with depression Call me DM me! I am willing to listen and help!
482775730884194304,2325855575,@Sarah_HortmanRD please follow my journey against obesity and depression. I need lots of support and help. Thank you.
