msg_id,user_id,message
508328327040356353,592250833,Could Robin Williams Have Been Saved from Suicide If Loved Ones Had Cared a Little More? http://t.co/yf0zBt6C6S
533635943589498881,14339835,Actuary speaking at #stopthekilling now: road accidents biggest case of death for women 20-40 &amp; 2nd biggest for men 20-40 after suicide
449584201160220673,558111144,Post concert depression  #KCA #VoteTheWantedUK
461010333859983360,39697291,"People who say ""Goodnight"" on social media networks truly sadden me. #sololife #depression #yolo"
499707183656075264,56705202,@RealKevinConroy Did you get to know Robin Williams?
501752575923073024,16161568,About a Photograph: USA Today Photographer Remembers His Experience Shooting Robin Williams - See on... http://t.co/p3IXiPwl1f
527324922629357569,1135585644,The Gorilla Foundation broke the news to Koko over R.Williams death to take pixs of her crying! FOR WHAT?? she was under depression already
499005422960123904,1117553407,"R.I.P. Robin Williams - Thank You for your beautiful movies, for the laughs and tears !!!"
463313357907296256,594118259,"🌚🌝🌚🌝🌚🌝

dear michael clifford from 5sos 
follow me bc ive been trying since the great depression
pls and ty @Michael5SOS 

🌚🌝🌚🌝🌚🌝 2309"
440103754734391297,149064143,LOTF essay = cause of stress and depression haha :'((((((
460482999323086848,1699179102,@thesearesongs is that Suicide Mouse in your avi?  That is the creepiest creepypasta ever.
520545365763055616,460175546,On #WorldMentalHealthDay 2 of the best books on depression: The Shock of the Fall by @nathanfiler &amp; The View on the Way Down by @RebeccaWait
520930310104829952,1285887756,"Coroner's plea on dissident suicide in police custody
http://t.co/BuoUPYoQ3J"
437338215889240068,459645077,What it so shitty about life is you complain your fat but the only solution to your deep depression is to eat loadssss
514113111545360384,2440483345,Really starting to feel that post-lunch depression
550382606798581761,96667740,I'm telling Ya suicide makes you hungry I don't care what anyone says
453173720841199617,471713827,As she lay dying: Depression and my mother’s sad...  http://t.co/SS1dSmi5VJ PsychCentral #psychology
520357487204397056,519465900,"Indiana doctor, new wife die in post-wedding murder-suicide http://t.co/yc1CtxbiEU"
523654897531883521,2345504952,"The Final Cut (DVD2004) robin Williams, Mira Sorvino, Jim Caviezel ~ Good Movie! http://t.co/J5kAe1myl3 http://t.co/1JKhEsFA8r"
498973410576576512,2201250796,Rest in Peace Robin Williams. Your movies made my childhood. ❤️❤️🙏🙏 http://t.co/VPuY05fsM0
435277499786752001,1140274477,"What does a ""knuckle sandwich"" have to do with overcoming depression? http://t.co/NZ0rjHdDTg 

#books #inspire"
498981218298236928,506395308,Robin Williams is dead http://t.co/0KSEmNGW9C via @GoBubblews
498981610319269888,556344438,RIP robin williams 👼 RV will forever be my favorite movie😢❤️
498969152413917184,15437236,“@kroq: Sad day. Robin Williams found dead of an apparent suicide. http://t.co/eqnPvkeARB” no:(
561897068436799491,2436107673,ERockNG Update: Chimamanda Adichie writes about her struggle with depression http://t.co/yMJ5uPnusL
520658698939932672,131532978,You'll took mental illness serious for like a second after robin Williams .. Now you'll joking about Amanda bynes .. she has a illness!!!
536775873794293761,579952587,"Death toll rises to at least 50, more than 60 wounded in suicide bomb attack in ... - Indian Express http://t.co/ROHyAIDqwY"
492995403370201088,2306323957,#teenagers #teenagerproblems Top 6 Tips To Beat #Depression http://t.co/RHlFvEpH8B http://t.co/cQDCZkcbhi
493480002650787840,769705166,"Israel refuses invitation to commit suicide, snubs the irrelevant Kerry http://t.co/z1MKiBoxld via @washingtonpost"
506956764705980417,31877693,"Thank You Robin Williams - A few of weeks ago the world suffered as Robin Williams became one of the 39,000 Americ... http://t.co/CLzqyu6eOG"
499016562465316865,15068146,"“@BreakingNews: Actor Robin Williams dies at age 63; found dead at home, Marin County, Calif., sheriff's office says - @nbcbayarea” WTF!"
503981355688931329,70704948,"Robin Williams Speaking To Us From The Other Side... http://t.co/627qVI579n via @GalacticConnect
Wonderful message of SPREADING LAUGHTER."
535112739702992896,747230263,It is National Suicide for SA to keep Zuma in place. ZUMA MUST GO! #Zuma
501924417165729792,58194953,"12 Steps to Help You Talk With Your Children About Suicide @HuffPostBlog  http://t.co/btOCL0UmgC via @HuffPostParents
@spiritualnursesandy"
499425925985882113,386790345,Robin Williams' enduring influence on comedians http://t.co/BexC0IoJBs
498969038769651712,265366286,@andreabrownhill I was just about to ask you are you awake haha? &amp; I know how sad! Suicide apparently
499084192979103744,381622960,@zbarnhart7 that one dude is robin williams though
543525739216113666,112727824,Photos Of Boko Haram 13-Year Old Female Suicide Bomber: A 13-year old girl was arrested in Kano wearing an exp... http://t.co/S6GYwvxwpe
548640811043528704,2870933655,You never know what people going through inside man but the signs are there pay attention. Depression is real.
483226681188941824,451828786,Bands saved me from depression
499482869929377792,220441523,"“You will have bad times, but they will always wake you up to the stuff you weren’t paying attention to.” 

-Robin Williams"
521404253340831744,115812670,"Mr @KnottMatthew's fine piece on depression in aph. http://t.co/R0SH9D5AMl 
Absence of women prolly sez something about stigma difference."
498986594859511808,150896045,All These Robin Williams Fans Can't Name 5 Movies He Played In
491126695659720704,2455084314,This is a little poem I wrote about suicide... http://t.co/WI2v7GcgEh
499031098744377347,157899439,Thank you for the joy you gave my childhood..  RIP Robin Williams http://t.co/TZOAKR1B8m
527114870991237120,70612102,@TayStern FOR REAL. I'm already preparing myself for the depression that comes when college football is over.
499006572392366080,38048582,"@JAYYCAM and aloooot of sadness and ""depression"" is caused by environmental &amp; cultural factors that result in physical responses"
501752601957126144,493932797,Well they might put robin williams in the next zelda game to pay him back for naming his daughter zelda
547569092606312449,2730307715,THEIR HARMONY COULD CURE DEPRESSION
489550005624377344,25275327,"@lilprinsus  do it. I'll do it with you, it will be like a suicide pact."
465663139577872384,193392482,DO YOU THINK I CARE ABOUT YOUR FANFIC?! ONE OF MY TWITTER FRIENDS MAY HAVE JUST COMMITTED SUICIDE. I DONT CARE ABOUT A FANFIC!!
479001839753367552,268536859,You know what we call people who mess with us? Suicide. -Windhelm Guards (ES: Skyrim)
499578123382693889,1710080521,"The Timekeeper Full Attraction POV 1995 Featuring Robin Williams - Tomorrowland, Walt Di... http://t.co/CWYIi5g2nQ http://t.co/PscffXRLkC"
433822423725510656,1089993498,I have fallen into depression because I miss FNL so much
548584444849057792,1881438108,@idkjacobbb joking about rape n suicide r two different things
562684476640485376,2867360471,"@RudyHuyn Nadella is not a good CEO and he's making troubles, the porting of office to other platforms is a *suicide*"
500397535001726977,332651703,This Is Why Robin Williams Was Unique http://t.co/uaW458fMvH via @moviepilotnews
510118433711996928,212106981,"suicide-prevention-week
check out our new book http://t.co/G9ht2I2E30 @BULLY_RESEARCH @CDCInjury @APA @nasponline @AERA_EdResearch"
477453009002053633,1474123658,@XsQuestmistress You want to maybe focus on running the quest and making it fun instead of committing suicide in the QTG?
538511519047507968,2888800631,"to depression, dissociation to chronic pain, insomnia to numbness (and many, many more). These symptoms can cause so much distress that they"
495333819072139265,2199840216,"If you were sick with a fever, would you dismiss the symptoms, or seek help? What about your emotional needs? http://t.co/7adMtXP6oS"
539338574370729984,2446717923,Suicide blast hits Afghan funeral http://t.co/Ty0E6AHMTP
502251114621046784,565690171,This is what post concert depression looks like http://t.co/80TTlWi1B4
553921718218403840,253009260,Bottling up your emotions can lead to depression.
514510353997516800,2399828352,Mississippi tea party leader tied to campaign smear dead in apparent suicide - CNN
510444537290817536,1442872940,"Vet suicide... THIS IS A CRISIS AMERICA! ""A U.S. military Veteran commits #suicide every 65 minutes"" http://t.co/C82qZm0n9F"
481384371891351552,2612189481,#gameinsight #android #RT Beat Depression - The Drug Free WayBeat Depression - The Drug Free WayBeat Depression -... http://t.co/BdODo94Nom
557105543685615616,62490967,I believe it's a myth but I usually suffer from depression every #Blue_Monday
487680091040657408,235913362,"You feel like committing suicide. ""@its_vahnessah: When a song says it all for you"""
474918972555399169,2439582685,#1: The Forgotten Man Graphic Edition: A New History of the Great Depression: The Forgotten Man Graphic Edition:... http://t.co/FufWczzbCf
501078331983667201,2216819907,"My thoughts on a great piece from @PieMediaHouse , focusing on Williams' suicide and #mentalhealth #depression http://t.co/oYOrvDt2li"
496670007037034497,309843971,Japanese scientist at center of stem-cell scandal commits suicide http://t.co/V91czDeXaL
550027883855753216,130903737,"#JusticeForLeelahAlcorn Her parents should be the ones she could turn to in her time of need, not the cause of her suicide. Disgusting."
499222751719063553,130090855,I liked a @YouTube video from @nolibya4syria http://t.co/f9uu5T2jiy Robin Williams - Weapons Of Self Destruction
498975878609899521,1324615867,"Evidence that fame can't change someone's feelings and their mind. Depression still exists and it sucks. Please, get help if you need it."
559254009849348097,2922460288,"SuperFreakonomics : Global Cooling, Patriotic Prostitutes, and Why Suicide Bombe http://t.co/1AltUClfer http://t.co/IqN2NqXXTA"
506553225189679104,557709558,"Haunting words from depression sufferers: Haunting words from depression sufferers, Misconceptions are laid bare... http://t.co/UZgVQNsAdN"
548896828477804545,2499272239,Robin Williams' widow to attend Night at The Museum 3 premiere - http://t.co/8daI2gmmN8:  http://t.co/M2RbMBG2Hr #RobinWilliams
518891290193571842,256225110,Suicide Silence isn't the same without Mitch...:/
550724331324862465,2524027877,It's pretty freaking sad that I've spend the last week of 2014 in my room in a severe state of depression because my dad is such a d word.
